Wilayah Inflasi,,,,,,,,,,,,,,,,,,
,Kemiskinan,,,,,,,,,,,,,,,,,
,Garis Kemiskinan (Rp/Kapita/Bulan),,,Jumlah Penduduk Miskin (Ribu Orang),,,Persentase Penduduk Miskin (p0),,,Indeks Kedalaman Kemiskinan (p1),,,Indeks Keparahan Kemiskinan (p2),,,Gini Rasio,,
,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023,2021,2022,2023
Kota Tegal,523413,565826,623617,20.27,19.78,19.22,8.12,7.91,7.68,1.04,1.15,0.86,0.24,0.28,0.13,0.384,0.373,0.378
Jawa Tengah,409193,438833,477580,4109.75,3831.44,3791.5,11.79,10.93,10.77,1.91,1.77,1.75,0.45,0.42,0.42,0.372,0.374,0.369
